DateTime,EventType,Symbol,Timeframe,Price,Direction,Lot,PassCounter,BlockLot,BasketProfit,SessionActive,MarginFree,Notes
2026.09.10 01:44:11,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520064.49,
2026.09.10 01:44:11,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520064.49,
2026.09.10 01:44:11,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520064.49,
2026.09.10 01:44:11,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520064.49,
2026.09.10 01:47:13,ORDER_FILL,XAUUSD+,PERIOD_M1,4401.03,BUY,0.01,0,0.01,0.00,YES,520056.81,
2026.09.10 01:47:34,ORDER_FILL,XAUUSD+,PERIOD_M1,4400.28,SELL,0.01,1,0.01,-0.64,YES,520063.70,
2026.09.10 01:48:06,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.98,SELL,0.01,1,0.01,-0.74,YES,520056.01,
2026.09.10 01:50:21,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520060.27,
2026.09.10 01:52:23,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.52,SELL,0.01,0,0.00,-0.33,YES,520052.36,
2026.09.10 01:52:28,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.40,SELL,0.01,0,0.01,-0.04,YES,520044.96,
2026.09.10 01:52:49,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.22,SELL,0.01,0,0.01,0.18,YES,520037.73,
2026.09.10 01:53:10,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.10,SELL,0.01,0,0.01,-0.04,YES,520029.87,
2026.09.10 01:56:18,ORDER_FILL,XAUUSD+,PERIOD_M1,4398.30,SELL,0.01,0,0.01,0.00,YES,520051.68,
2026.09.10 01:57:29,ORDER_FILL,XAUUSD+,PERIOD_M1,4397.88,SELL,0.01,0,0.01,0.00,YES,520051.68,
2026.09.10 01:58:44,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520061.04,
2026.09.10 01:59:22,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520061.04,
2026.09.10 01:59:22,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520061.04,
2026.09.10 01:59:22,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520061.04,
2026.09.10 02:01:01,ORDER_FILL,XAUUSD+,PERIOD_M1,4402.10,BUY,0.01,0,0.01,-0.08,YES,520053.36,
2026.09.10 02:01:07,ORDER_FILL,XAUUSD+,PERIOD_M1,4402.40,BUY,0.01,0,0.01,0.12,YES,520046.07,
2026.09.10 02:03:08,ORDER_FILL,XAUUSD+,PERIOD_M1,4402.15,BUY,0.01,0,0.01,0.00,YES,520053.00,
2026.09.10 02:03:28,ORDER_FILL,XAUUSD+,PERIOD_M1,4402.44,BUY,0.01,0,0.01,0.25,YES,520045.77,
2026.09.10 02:04:15,ORDER_FILL,XAUUSD+,PERIOD_M1,4402.74,BUY,0.01,0,0.01,0.63,YES,520031.39,
2026.09.10 02:04:15,ORDER_FILL,XAUUSD+,PERIOD_M1,4403.04,BUY,0.01,0,0.01,1.12,YES,520031.39,
2026.09.10 02:06:44,ORDER_FILL,XAUUSD+,PERIOD_M1,4402.37,SELL,0.01,0,0.01,0.00,YES,520052.20,
2026.09.10 02:07:05,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520063.65,
2026.09.10 02:07:42,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520063.65,
2026.09.10 02:07:42,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520063.65,
2026.09.10 02:07:42,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520063.65,
2026.09.10 02:09:56,ORDER_FILL,XAUUSD+,PERIOD_M1,4400.16,SELL,0.01,0,0.01,-0.17,YES,520017.86,
2026.09.10 02:09:56,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.86,SELL,0.01,0,0.01,-0.17,YES,520017.81,
2026.09.10 02:09:57,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.56,SELL,0.01,0,0.01,-0.17,YES,520017.81,
2026.09.10 02:09:57,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.26,SELL,0.01,0,0.01,-0.17,YES,520017.28,
2026.09.10 02:09:57,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.23,SELL,0.01,0,0.01,-0.83,YES,520017.28,
2026.09.10 02:09:57,ORDER_FILL,XAUUSD+,PERIOD_M1,4398.93,SELL,0.01,0,0.01,-0.83,YES,520017.28,
2026.09.10 02:16:45,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.74,SELL,0.01,0,0.01,0.00,YES,520049.60,
2026.09.10 02:16:45,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.44,SELL,0.01,0,0.01,0.00,YES,520041.90,
2026.09.10 02:17:23,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.14,SELL,0.01,0,0.01,1.07,YES,520014.44,
2026.09.10 02:17:24,ORDER_FILL,XAUUSD+,PERIOD_M1,4398.84,SELL,0.01,0,0.01,1.07,YES,520014.44,
2026.09.10 02:17:24,ORDER_FILL,XAUUSD+,PERIOD_M1,4398.54,SELL,0.01,0,0.01,2.98,YES,520014.44,
2026.09.10 02:17:24,ORDER_FILL,XAUUSD+,PERIOD_M1,4398.24,SELL,0.01,0,0.01,2.98,YES,520014.44,
2026.09.10 02:22:13,ORDER_FILL,XAUUSD+,PERIOD_M1,4400.53,SELL,0.01,0,0.01,-0.09,YES,520044.62,
2026.09.10 02:22:14,ORDER_FILL,XAUUSD+,PERIOD_M1,4400.47,SELL,0.01,0,0.01,-0.09,YES,520044.83,
2026.09.10 02:23:11,ORDER_FILL,XAUUSD+,PERIOD_M1,4400.17,SELL,0.01,0,0.01,-0.03,YES,520030.66,
2026.09.10 02:23:11,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.87,SELL,0.01,0,0.01,1.11,YES,520030.63,
2026.09.10 02:23:38,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.57,SELL,0.01,0,0.01,1.51,YES,520023.51,
2026.09.10 02:24:55,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.27,SELL,0.01,0,0.01,10.39,YES,520007.15,
2026.09.10 02:25:15,ORDER_FILL,XAUUSD+,PERIOD_M1,4398.97,SELL,0.01,0,0.01,10.39,YES,520011.78,
2026.09.10 02:25:17,ORDER_FILL,XAUUSD+,PERIOD_M1,4398.67,SELL,0.01,0,0.01,10.39,YES,520012.32,
2026.09.10 02:25:18,ORDER_FILL,XAUUSD+,PERIOD_M1,4398.37,SELL,0.01,0,0.01,10.39,YES,520011.85,
2026.09.10 02:28:18,ORDER_FILL,XAUUSD+,PERIOD_M1,4397.93,SELL,0.01,0,0.00,2.22,YES,520057.07,
2026.09.10 02:28:18,ORDER_FILL,XAUUSD+,PERIOD_M1,4397.63,SELL,0.01,0,0.00,2.22,YES,520057.07,
2026.09.10 02:28:18,ORDER_FILL,XAUUSD+,PERIOD_M1,4397.33,SELL,0.01,0,0.00,2.22,YES,520056.96,
2026.09.10 02:28:21,ORDER_FILL,XAUUSD+,PERIOD_M1,4396.53,SELL,0.01,0,0.00,2.60,YES,520050.14,
2026.09.10 02:28:24,ORDER_FILL,XAUUSD+,PERIOD_M1,4396.23,SELL,0.01,0,0.00,3.42,YES,520043.19,
2026.09.10 02:28:48,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520081.98,
2026.09.10 02:29:52,ORDER_FILL,XAUUSD+,PERIOD_M1,4397.29,BUY,0.01,0,0.01,0.60,YES,520059.96,
2026.09.10 02:29:52,ORDER_FILL,XAUUSD+,PERIOD_M1,4397.59,BUY,0.01,0,0.01,0.60,YES,520059.93,
2026.09.10 02:29:52,ORDER_FILL,XAUUSD+,PERIOD_M1,4397.89,BUY,0.01,0,0.01,0.60,YES,520059.88,
2026.09.10 02:34:46,ORDER_FILL,XAUUSD+,PERIOD_M1,4394.04,SELL,0.01,0,0.01,-0.09,YES,520074.23,
2026.09.10 02:39:36,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520081.82,
2026.09.10 02:43:20,ORDER_FILL,XAUUSD+,PERIOD_M1,4393.47,SELL,0.01,0,0.01,0.00,YES,520074.15,
2026.09.10 02:44:15,ORDER_FILL,XAUUSD+,PERIOD_M1,4394.00,BUY,0.01,1,0.01,-0.46,YES,520081.21,
2026.09.10 02:44:40,ORDER_FILL,XAUUSD+,PERIOD_M1,4394.30,BUY,0.01,1,0.01,-0.54,YES,520073.55,
2026.09.10 02:45:29,ORDER_FILL,XAUUSD+,PERIOD_M1,4394.60,BUY,0.01,1,0.01,-0.40,YES,520066.10,
2026.09.10 02:50:07,ORDER_FILL,XAUUSD+,PERIOD_M1,4393.61,SELL,0.01,0,0.01,0.00,YES,520072.08,
2026.09.10 02:50:48,ORDER_FILL,XAUUSD+,PERIOD_M1,4394.35,BUY,0.01,1,0.01,-0.64,YES,520078.96,
2026.09.10 02:51:49,ORDER_FILL,XAUUSD+,PERIOD_M1,4394.65,BUY,0.01,1,0.01,-0.72,YES,520071.34,
2026.09.10 02:52:08,ORDER_FILL,XAUUSD+,PERIOD_M1,4394.95,BUY,0.01,1,0.01,-1.88,YES,520062.66,
2026.09.10 02:55:10,ORDER_FILL,XAUUSD+,PERIOD_M1,4394.20,SELL,0.01,0,0.01,0.00,YES,520071.37,
2026.09.10 02:57:33,ORDER_FILL,XAUUSD+,PERIOD_M1,4394.22,SELL,0.01,0,0.01,0.00,YES,520071.28,
2026.09.10 02:57:52,ORDER_FILL,XAUUSD+,PERIOD_M1,4393.92,SELL,0.01,0,0.01,0.46,YES,520056.66,
2026.09.10 02:57:52,ORDER_FILL,XAUUSD+,PERIOD_M1,4393.62,SELL,0.01,0,0.01,0.46,YES,520056.66,
2026.09.10 03:01:30,ORDER_FILL,XAUUSD+,PERIOD_M1,4391.88,SELL,0.01,0,0.01,-0.09,YES,520071.04,
2026.09.10 03:01:50,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520078.99,
2026.09.10 03:02:28,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520078.99,
2026.09.10 03:03:31,ORDER_FILL,XAUUSD+,PERIOD_M1,4389.99,SELL,0.01,0,0.01,0.00,YES,520071.33,
2026.09.10 03:05:43,ORDER_FILL,XAUUSD+,PERIOD_M1,4391.24,SELL,0.01,0,0.01,0.00,YES,520070.01,
2026.09.10 03:08:05,ORDER_FILL,XAUUSD+,PERIOD_M1,4391.55,SELL,0.01,0,0.01,0.00,YES,520069.81,
2026.09.10 03:08:25,ORDER_FILL,XAUUSD+,PERIOD_M1,4391.25,SELL,0.01,0,0.01,1.27,YES,520048.42,
2026.09.10 03:08:25,ORDER_FILL,XAUUSD+,PERIOD_M1,4390.95,SELL,0.01,0,0.01,1.27,YES,520048.46,
2026.09.10 03:08:25,ORDER_FILL,XAUUSD+,PERIOD_M1,4390.65,SELL,0.01,0,0.01,1.27,YES,520048.42,
2026.09.10 03:10:41,ORDER_FILL,XAUUSD+,PERIOD_M1,4392.34,BUY,0.01,0,0.00,4.05,YES,520059.11,
2026.09.10 03:10:41,ORDER_FILL,XAUUSD+,PERIOD_M1,4392.64,BUY,0.01,0,0.00,4.05,YES,520059.13,
2026.09.10 03:10:41,ORDER_FILL,XAUUSD+,PERIOD_M1,4392.94,BUY,0.01,0,0.00,4.05,YES,520059.13,
2026.09.10 03:11:26,ORDER_FILL,XAUUSD+,PERIOD_M1,4392.94,BUY,0.01,0,0.00,5.19,YES,520068.20,
2026.09.10 03:11:26,ORDER_FILL,XAUUSD+,PERIOD_M1,4392.94,BUY,0.01,0,0.00,5.19,YES,520068.17,
2026.09.10 03:11:47,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520083.75,
2026.09.10 03:11:47,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520083.75,
2026.09.10 03:11:47,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,YES,520083.75,
2026.09.10 03:16:10,ORDER_FILL,XAUUSD+,PERIOD_M1,4395.97,BUY,0.01,0,0.00,2.11,YES,520062.30,
2026.09.10 03:16:10,ORDER_FILL,XAUUSD+,PERIOD_M1,4396.27,BUY,0.01,0,0.00,2.11,YES,520062.24,
2026.09.10 03:16:12,ORDER_FILL,XAUUSD+,PERIOD_M1,4396.57,BUY,0.01,0,0.00,2.11,YES,520061.58,
2026.09.10 03:16:42,ORDER_FILL,XAUUSD+,PERIOD_M1,4397.52,BUY,0.01,0,0.01,-0.10,YES,520076.66,
2026.09.10 03:17:41,ORDER_FILL,XAUUSD+,PERIOD_M1,4396.76,SELL,0.01,0,0.01,0.00,YES,520076.63,
2026.09.10 03:19:26,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520082.84,
2026.09.10 03:19:26,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520082.84,
2026.09.10 03:19:26,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520082.84,
2026.09.10 03:19:46,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,YES,520082.88,
2026.09.10 03:21:57,ORDER_FILL,XAUUSD+,PERIOD_M1,4397.86,BUY,0.01,0,0.01,-1.24,YES,520066.46,
2026.09.10 03:21:57,ORDER_FILL,XAUUSD+,PERIOD_M1,4398.16,BUY,0.01,0,0.01,-1.24,YES,520066.52,
2026.09.10 03:22:59,ORDER_FILL,XAUUSD+,PERIOD_M1,4396.67,SELL,0.01,1,0.01,-1.53,YES,520065.08,
2026.09.10 03:23:50,ORDER_FILL,XAUUSD+,PERIOD_M1,4396.06,SELL,0.01,0,0.01,0.00,YES,520072.45,
2026.09.10 03:25:39,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,-0.46,YES,520078.86,
2026.09.10 03:29:02,ORDER_FILL,XAUUSD+,PERIOD_M1,4394.35,SELL,0.01,0,0.01,0.00,YES,520071.23,
2026.09.10 03:30:47,ORDER_FILL,XAUUSD+,PERIOD_M1,4394.65,BUY,0.01,0,0.01,0.00,YES,520071.08,
2026.09.10 03:31:07,ORDER_FILL,XAUUSD+,PERIOD_M1,4394.95,BUY,0.01,0,0.01,-0.86,YES,520062.86,
2026.09.10 03:33:51,ORDER_FILL,XAUUSD+,PERIOD_M1,4392.28,SELL,0.01,0,0.01,0.00,YES,520068.38,
2026.09.10 03:34:10,ORDER_FILL,XAUUSD+,PERIOD_M1,4391.98,SELL,0.01,0,0.01,-0.03,YES,520053.25,
2026.09.10 03:34:47,ORDER_FILL,XAUUSD+,PERIOD_M1,4391.68,SELL,0.01,0,0.01,-0.03,YES,520071.39,
2026.09.10 03:34:48,ORDER_FILL,XAUUSD+,PERIOD_M1,4393.47,BUY,0.01,1,0.01,-3.26,YES,520071.39,
2026.09.10 03:37:02,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520073.34,
2026.09.10 03:37:02,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520073.34,
2026.09.10 03:37:02,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520073.34,
2026.09.10 03:39:11,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,-0.46,YES,520048.86,
2026.09.10 03:39:12,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520071.19,
2026.09.10 03:42:03,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520071.09,
2026.09.10 03:42:03,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520071.09,
2026.09.10 03:42:03,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520071.09,
2026.09.10 03:42:16,ORDER_FILL,XAUUSD+,PERIOD_M1,4397.82,SELL,0.01,0,0.01,0.00,YES,520063.38,
2026.09.10 03:42:37,ORDER_FILL,XAUUSD+,PERIOD_M1,4397.52,SELL,0.01,0,0.01,1.16,YES,520034.52,
2026.09.10 03:42:37,ORDER_FILL,XAUUSD+,PERIOD_M1,4397.22,SELL,0.01,0,0.01,1.16,YES,520034.47,
2026.09.10 03:42:38,ORDER_FILL,XAUUSD+,PERIOD_M1,4396.92,SELL,0.01,0,0.01,1.16,YES,520034.43,
2026.09.10 03:42:38,ORDER_FILL,XAUUSD+,PERIOD_M1,4396.62,SELL,0.01,0,0.01,1.16,YES,520034.26,
2026.09.10 03:43:20,ORDER_FILL,XAUUSD+,PERIOD_M1,4398.57,BUY,0.01,0,0.01,-0.22,YES,520063.45,
2026.09.10 03:44:21,ORDER_FILL,XAUUSD+,PERIOD_M1,4398.87,BUY,0.01,0,0.01,0.93,YES,520043.61,
2026.09.10 03:44:21,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.17,BUY,0.01,0,0.01,0.93,YES,520043.43,
2026.09.10 03:44:21,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.47,BUY,0.01,0,0.01,10.27,YES,520043.56,
2026.09.10 03:44:22,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.77,BUY,0.01,0,0.01,10.27,YES,520043.73,
2026.09.10 03:45:20,ORDER_FILL,XAUUSD+,PERIOD_M1,4400.06,SELL,0.01,0,0.01,-0.50,YES,520064.51,
2026.09.10 03:45:20,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.76,SELL,0.01,0,0.01,-0.50,YES,520064.51,
2026.09.10 03:47:36,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520082.73,
2026.09.10 03:47:36,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520082.73,
2026.09.10 03:48:23,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.35,BUY,0.01,0,0.01,0.00,YES,520060.74,
2026.09.10 03:48:43,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.65,BUY,0.01,0,0.01,-0.24,YES,520059.88,
2026.09.10 03:48:43,ORDER_FILL,XAUUSD+,PERIOD_M1,4399.95,BUY,0.01,0,0.01,-0.24,YES,520059.81,
2026.09.10 03:49:04,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520083.25,
2026.09.10 03:49:22,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,0.00,NO,520083.25,
2026.09.10 03:51:27,ORDER_FILL,XAUUSD+,PERIOD_M1,4400.16,BUY,0.01,0,0.01,-0.32,YES,520075.32,
2026.09.10 03:51:47,ORDER_FILL,XAUUSD+,PERIOD_M1,4400.46,BUY,0.01,0,0.01,1.86,YES,520054.72,
2026.09.10 03:51:47,ORDER_FILL,XAUUSD+,PERIOD_M1,4400.76,BUY,0.01,0,0.01,1.86,YES,520054.68,
2026.09.10 03:51:48,ORDER_FILL,XAUUSD+,PERIOD_M1,4401.06,BUY,0.01,0,0.01,1.86,YES,520054.38,
2026.09.10 03:51:50,ORDER_FILL,XAUUSD+,PERIOD_M1,4401.36,BUY,0.01,0,0.01,2.28,YES,520048.48,
2026.09.10 03:51:51,ORDER_FILL,XAUUSD+,PERIOD_M1,4401.66,BUY,0.01,0,0.01,3.43,YES,520033.02,
2026.09.10 03:51:51,ORDER_FILL,XAUUSD+,PERIOD_M1,4401.96,BUY,0.01,0,0.01,3.43,YES,520032.29,
2026.09.10 03:56:46,ORDER_FILL,XAUUSD+,PERIOD_M1,4403.33,BUY,0.01,0,0.01,-0.09,YES,520076.98,
2026.09.10 03:58:42,ORDER_FILL,XAUUSD+,PERIOD_M1,4403.33,BUY,0.01,0,0.01,0.38,YES,520067.30,
2026.09.10 03:58:42,ORDER_FILL,XAUUSD+,PERIOD_M1,4403.63,BUY,0.01,0,0.01,0.38,YES,520067.18,
2026.09.10 03:58:48,ORDER_FILL,XAUUSD+,PERIOD_M1,4402.18,SELL,0.01,0,0.01,-0.10,YES,520074.48,
2026.09.10 03:58:53,ORDER_FILL,XAUUSD+,PERIOD_M1,4401.88,SELL,0.01,0,0.01,0.08,YES,520067.06,
2026.09.10 03:58:55,ORDER_FILL,XAUUSD+,PERIOD_M1,4401.58,SELL,0.01,0,0.01,1.92,YES,520046.38,
2026.09.10 03:58:56,ORDER_FILL,XAUUSD+,PERIOD_M1,4401.28,SELL,0.01,0,0.01,1.92,YES,520046.38,
2026.09.10 03:58:57,ORDER_FILL,XAUUSD+,PERIOD_M1,4400.98,SELL,0.01,0,0.01,2.19,YES,520046.38,
2026.09.10 04:00:42,ORDER_FILL,XAUUSD+,PERIOD_M1,0.00,SELL,0.00,0,0.00,-1.48,YES,520055.91,
2026.09.10 04:00:42,ORDER_FILL,XAUUSD+,PERIOD_M1,4400.63,SELL,0.01,0,0.00,-1.48,YES,520056.02,
2026.09.10 04:04:35,ORDER_FILL,XAUUSD+,PERIOD_M1,4409.86,SELL,0.01,0,0.01,0.00,YES,520081.92,
2026.09.10 04:04:36,ORDER_FILL,XAUUSD+,PERIOD_M1,4409.56,SELL,0.01,0,0.01,-0.05,YES,520074.29,
2026.09.10 04:04:37,ORDER_FILL,XAUUSD+,PERIOD_M1,4409.26,SELL,0.01,0,0.01,0.44,YES,520067.23,
